2021-10-24 17:09:53 | INFO | fairseq_cli.generate | Namespace(all_gather_list_size=16384, batch_size=64, batch_size_valid=64, beam=5, bf16=False, bpe='sentencepiece', broadcast_buffers=False, bucket_cap_mb=25, checkpoint_shard_count=1, checkpoint_suffix='', constraints=None, cpu=False, criterion='cross_entropy', curriculum=0, data='/mnt/Machine-Translation/processed/gu/gu-en', data_buffer_size=10, dataset_impl=None, ddp_backend='c10d', decoding_format=None, device_id=0, disable_validation=False, distributed_backend='nccl', distributed_init_method=None, distributed_no_spawn=False, distributed_port=-1, distributed_rank=0, distributed_world_size=1, distributed_wrapper='DDP', diverse_beam_groups=-1, diverse_beam_strength=0.5, diversity_rate=-1.0, empty_cache_freq=0, eval_bleu=False, eval_bleu_args=None, eval_bleu_detok='space', eval_bleu_detok_args=None, eval_bleu_print_samples=False, eval_bleu_remove_bpe=None, eval_tokenized_bleu=False, fast_stat_sync=False, find_unused_parameters=False, fix_batches_to_gpus=False, fixed_validation_seed=None, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_no_flatten_grads=False, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', iter_decode_eos_penalty=0.0, iter_decode_force_max_iter=False, iter_decode_max_iter=10, iter_decode_with_beam=1, iter_decode_with_external_reranker=False, langs='ar_AR,cs_CZ,de_DE,en_XX,es_XX,et_EE,fi_FI,fr_XX,gu_IN,hi_IN,it_IT,ja_XX,kk_KZ,ko_KR,lt_LT,lv_LV,my_MM,ne_NP,nl_XX,ro_RO,ru_RU,si_LK,tr_TR,vi_VN,zh_CN', left_pad_source='True', left_pad_target='False', lenpen=1, lm_path=None, lm_weight=0.0, load_alignments=False, localsgd_frequency=3, log_format=None, log_interval=100, lr_scheduler='fixed', lr_shrink=0.1, match_source_len=False, max_len_a=0, max_len_b=200, max_source_positions=1024, max_target_positions=1024, max_tokens=None, max_tokens_valid=None, memory_efficient_bf16=False, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', model_parallel_size=1, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, no_seed_provided=False, nprocs_per_node=1, num_batch_buckets=0, num_shards=1, num_workers=1, optimizer=None, path='/mnt/Machine-Translation/no_transfer/checkpoint_best.pt', pipeline_balance=None, pipeline_checkpoint='never', pipeline_chunks=0, pipeline_decoder_balance=None, pipeline_decoder_devices=None, pipeline_devices=None, pipeline_encoder_balance=None, pipeline_encoder_devices=None, pipeline_model_parallel=False, prefix_size=0, prepend_bos=False, print_alignment=False, print_step=False, profile=False, quantization_config_path=None, quiet=False, remove_bpe='sentencepiece', replace_unk=None, required_batch_size_multiple=8, required_seq_len_multiple=1, results_path=None, retain_dropout=False, retain_dropout_modules=None, retain_iter_history=False, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, scoring='bleu', seed=1, sentencepiece_model='/mnt/mbart.cc25.v2/sentence.bpe.model', shard_id=0, skip_invalid_size_inputs_valid_test=False, slowmo_algorithm='LocalSGD', slowmo_momentum=None, source_lang='gu_IN', target_lang='en_XX', task='translation_from_pretrained_bart', temperature=1.0, tensorboard_logdir=None, threshold_loss_scale=None, tokenizer=None, tpu=False, train_subset='train', truncate_source=False, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, valid_subset='valid', validate_after_updates=0, validate_interval=1, validate_interval_updates=0, warmup_updates=0, zero_sharding='none')
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [gu_IN] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [en_XX] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.gu_IN
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.en_XX
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | /mnt/Machine-Translation/processed/gu/gu-en test gu_IN-en_XX 930 examples
2021-10-24 17:09:55 | INFO | fairseq_cli.generate | loading model(s) from /mnt/Machine-Translation/no_transfer/checkpoint_best.pt
S-315	đôngminh[gu_IN]
D-186	-0.8893143534660339	
P-186	-0.0073 -1.7713
S-343	વેણુશ્રીનિવાસન[gu_IN]
T-343	venusrinivasan
H-343	-0.9765493869781494	
D-343	-0.9765493869781494	
P-343	-0.0081 -1.9450
S-920	અરવિંદઆશ્રમ[gu_IN]
T-920	aurobindoashram
H-920	-1.5199133157730103	અરવિંદ મંદિર
D-920	-1.5199133157730103	અરવિંદમંદિર
P-920	-0.0074 -2.9271 -4.0513 -0.1955 -0.1113 -4.7221 -0.0406 -0.1040
S-737	ઝાલોદતાલુકો[gu_IN]
T-737	jhalodtaluka
H-737	-1.1289043426513672	ઝાલોદ જિલ્લા
D-737	-1.1289043426513672	ઝાલોદજિલ્લા
P-737	-0.0076 -3.6261 -2.8621 -0.5659 -0.1195 -1.4107 -0.3687 -0.0707
S-832	ઘેલુભાઈનાયક[gu_IN]
T-832	ghelubhainayak
H-832	-1.1156108379364014	
D-832	-1.1156108379364014	
P-832	-0.0083 -2.2229
S-460	ગિરનારીકાગડો[gu_IN]
T-460	largebilledcrow
H-460	-1.4588665962219238	
D-460	-1.4588665962219238	
P-460	-0.0083 -2.9094
S-849	સુમતિમોરારજી[gu_IN]
T-849	sumatimorarjee
H-849	-0.9396737217903137	મતિ મોરારજી
D-849	-0.9396737217903137	મતિમોરારજી
P-849	-0.0072 -5.7489 -0.1254 -1.0533 -0.0940 -0.2003 -1.0189 -0.0186 -0.1904
S-240	કનરાબુલબુલ[gu_IN]
T-240	himalayanbulbul
H-240	-0.7538313269615173	
D-240	-0.7538313269615173	
P-240	-0.0070 -1.5006
S-866	ઉબુન્ટુવિચારધારા[gu_IN]
T-866	ubuntuphilosophy
H-866	-1.4576189517974854	
D-866	-1.4576189517974854	
P-866	-0.0088 -2.9065
S-547	મીટીયાટીવાલીનદી[gu_IN]
T-547	mitiyativaliriver
H-547	-1.1534113883972168	
D-547	-1.1534113883972168	
P-547	-0.0077 -2.2991
S-462	કાન્હોજીઆંગ્રે[gu_IN]
T-462	kanhojiangre
H-462	-1.2191749811172485	
D-462	-1.2191749811172485	
P-462	-0.0079 -2.4304
S-25	કલચુરીવંશ[gu_IN]
T-25	kalachuridynasty
H-25	-1.2304612398147583	
D-25	-1.2304612398147583	
P-25	-0.0077 -2.4532
S-676	અસીરગઢકિલ્લો[gu_IN]
T-676	asirgarhfort
H-676	-1.8114871978759766	સીરગઢગઢ
D-676	-1.8114871978759766	સીરગઢગઢ
P-676	-0.0072 -7.3327 -0.4389 -0.3613 -3.3550 -1.0659 -0.1194
S-33	શીખધર્મનાઅનુયાયીઓ[gu_IN]
T-33	sikhs
H-33	-0.36198103427886963	ધર્મના અનુયાયીઓ ધર્મના અનુયાયીઓ
D-33	-0.36198103427886963	ધર્મનાઅનુયાયીઓધર્મનાઅનુયાયીઓ
P-33	-0.0070 -1.1560 -0.3520 -0.1330 -0.0106 -0.0685 -0.0238 -0.0231 -1.9333 -0.8005 -0.4708 -0.0487 -0.2041 -0.2033 -0.0967 -0.2601
S-42	લુમ્બિનીપ્રાંત[gu_IN]
T-42	lumbinizone
H-42	-1.0529645681381226	લુમ્બિની પ્રાંત
D-42	-1.0529645681381226	લુમ્બિનીપ્રાંત
P-42	-0.0075 -7.2219 -0.3028 -0.4516 -0.2791 -0.7853 -0.0422 -0.0309 -0.3553
S-377	પેરેનજિલ્લો[gu_IN]
T-377	perendistrict
H-377	-0.9675273299217224	રેન જિલ્લો
D-377	-0.9675273299217224	રેનજિલ્લો
P-377	-0.0084 -6.6461 -0.2588 -1.2057 -0.2020 -0.0089 -0.0235 -0.0218 -0.3325
S-465	કટનીજિલ્લો[gu_IN]
T-465	katnidistrict
H-465	-1.9976073503494263	gujarati districts of india
D-465	-1.9976073503494263	gujaratidistrictsofindia
P-465	-0.0078 -5.2171 -2.4204 -2.2563 -1.0296 -1.5908 -1.6364 -4.2892 -0.8408 -0.6878
S-785	જાલનાજિલ્લો[gu_IN]
T-785	jalnadistrict
H-785	-1.8443095684051514	gujarat district district district
D-785	-1.8443095684051514	gujaratdistrictdistrictdistrict
P-785	-0.0081 -5.4925 -1.9118 -2.3992 -1.0420 -2.5831 -0.6888 -0.6288
S-693	રુપનગરજિલ્લો[gu_IN]
T-693	rupnagardistrict
H-693	-0.5947306752204895	ભાવનગર જિલ્લા ભાવનગર જિલ્લો
D-693	-0.5947306752204895	ભાવનગરજિલ્લાભાવનગરજિલ્લો
P-693	-0.0083 -3.5265 -0.0126 -3.0726 -0.1443 -0.4837 -0.0056 -0.1577 -0.1614 -0.0001 -0.0015 -0.0003 -0.1569
S-20	ભારતીયજીવનવીમાનિગમ[gu_IN]
T-20	lifeinsurancecorporation
H-20	-0.4917387366294861	જીવનવીમા નિગમ
D-20	-0.4917387366294861	જીવનવીમાનિગમ
P-20	-0.0077 -1.3130 -0.6486 -0.1987 -1.1401 -0.0853 -0.0120 -0.0269 -0.9931
S-71	અવકાશસંશોધન[gu_IN]
T-71	spaceexploration
H-71	-1.7720104455947876	
D-71	-1.7720104455947876	
P-71	-0.0077 -3.5363
S-316	ઍન્ટાર્કટીકા[gu_IN]
T-316	antarctica
H-316	-0.7397345304489136	
D-316	-0.7397345304489136	
P-316	-0.0082 -1.4713
S-668	પરમાણુક્રમાંક[gu_IN]
T-668	atomicnumber
H-668	-1.7554104328155518	
D-668	-1.7554104328155518	
P-668	-0.0082 -3.5026
S-907	નાશપામેલાકપોત[gu_IN]
T-907	raphinae
H-907	-1.003119707107544	શ પામેલા કપોત
D-907	-1.003119707107544	શપામેલાકપોત
P-907	-0.0082 -6.2438 -0.2906 -0.0305 -0.5855 -0.5336 -0.2338 -0.0182 -1.0838
S-835	મડકરીનાયક[gu_IN]
T-835	madakarinayaka
H-835	-1.3895717859268188	
D-835	-1.3895717859268188	
P-835	-0.0076 -2.7715
S-262	ઉત્તરગોઆજિલ્લો[gu_IN]
T-262	northgoadistrict
H-262	-0.2855713367462158	ગોઆ જિલ્લો
D-262	-0.2855713367462158	ગોઆજિલ્લો
P-262	-0.0076 -0.8893 -0.1329 -0.6133 -0.1713 -0.0067 -0.0138 -0.0212 -0.7139
S-34	કેરીઑનકેસર[gu_IN]
T-34	carryonkesar
H-34	-0.8619116544723511	રી ઑન કેસર
D-34	-0.8619116544723511	રીઑનકેસર
P-34	-0.0077 -6.7061 -0.0322 -0.1097 -0.0592 -0.4726 -0.2736 -0.0174 -0.0787
S-846	દ્રષ્ટિધામી[gu_IN]
T-846	drashtidhami
H-846	-1.004163146018982	દ્રષ્ટિ ધામી
D-846	-1.004163146018982	દ્રષ્ટિધામી
P-846	-0.0078 -7.6606 -0.0169 -0.0519 -0.4907 -0.2826 -0.1728 -0.0294 -0.3248
S-521	અનેતાનજિલ્લો[gu_IN]
T-521	anetandistrict
H-521	-1.4822176694869995	ભાવનગર જિલ્લા ભાવનગર જિલ્લા
D-521	-1.4822176694869995	ભાવનગરજિલ્લાભાવનગરજિલ્લા
P-521	-0.0075 -7.4407 -0.1796 -2.3659 -1.8627 -1.5551 -0.0319 -1.0588 -0.2466 -0.0735
S-724	ચૌટાબજારસુરત[gu_IN]
T-724	chautabazaar
H-724	-1.2928521633148193	બૌટાબજાર
D-724	-1.2928521633148193	બૌટાબજાર
P-724	-0.0081 -7.2233 -1.0934 -0.1305 -0.0466 -0.0093 -0.0053 -2.9891 -0.1301
S-19	રમણલાલદેસાઈ[gu_IN]
T-19	ramanlaldesai
H-19	-0.9469151496887207	રમણલાલ દેસાઈ
D-19	-0.9469151496887207	રમણલાલદેસાઈ
P-19	-0.0074 -7.3296 -0.0834 -0.4242 -0.2370 -0.0475 -0.0280 -0.0351 -0.3300
S-60	દમણજિલ્લો[gu_IN]
T-60	damandistrictindia
H-60	-0.5424140691757202	મણ જિલ્લો
D-60	-0.5424140691757202	મણજિલ્લો
P-60	-0.0078 -3.7714 -0.0169 -0.5822 -0.1259 -0.0064 -0.0074 -0.0111 -0.3527
S-363	ગુલાબદાસબ્રોકર[gu_IN]
T-363	gulabdasbroker
H-363	-1.1454943418502808	
D-363	-1.1454943418502808	
P-363	-0.0076 -2.2833
S-16	જબલપુરજિલ્લો[gu_IN]
T-16	jabalpurdistrict
H-16	-0.7481552362442017	બલપુર જિલ્લો
D-16	-0.7481552362442017	બલપુરજિલ્લો
P-16	-0.0081 -4.7091 -0.0116 -1.2509 -0.3554 -0.0044 -0.0122 -0.0159 -0.3658
S-720	ભારતીયઓલિમ્પિકસંઘ[gu_IN]
T-720	indianolympicassociation
H-720	-0.6467263698577881	ઓલિમ્પિક સંઘ
D-720	-0.6467263698577881	ઓલિમ્પિકસંઘ
P-720	-0.0077 -2.2193 -0.4415 -0.0174 -0.0738 -2.6029 -0.1260 -0.0147 -0.3172
S-812	શિમોગાજિલ્લો[gu_IN]
T-812	shimogadistrict
H-812	-1.8940075635910034	
D-812	-1.8940075635910034	
P-812	-0.0087 -3.7793
S-306	દમણગંગાનદી[gu_IN]
T-306	damangangariver
H-306	-0.7849413752555847	
D-306	-0.7849413752555847	
P-306	-0.0071 -1.5627
S-452	રાજસમન્દતળાવ[gu_IN]
T-452	rajsamandlake
H-452	-1.5444649457931519	
D-452	-1.5444649457931519	
P-452	-0.0075 -3.0814
S-852	અજિતમર્ચન્ટ[gu_IN]
T-852	ajitmerchant
H-852	-1.0694940090179443	
D-852	-1.0694940090179443	
P-852	-0.0071 -2.1318
S-782	સુનીતાવિલિયમ્સ[gu_IN]
T-782	sunitawilliams
H-782	-0.5488069653511047	નીતા વિલિયમ્સ
D-782	-0.5488069653511047	નીતાવિલિયમ્સ
P-782	-0.0074 -4.3191 -0.0665 -0.2791 -0.0217 -0.0007 -0.1053 -0.0073 -0.1322
S-245	મહાબતમકબરો[gu_IN]
T-245	mahabatmaqbara
H-245	-1.7077610492706299	
D-245	-1.7077610492706299	
P-245	-0.0080 -3.4075
S-643	ભંડારાજિલ્લો[gu_IN]
T-643	bhandaradistrict
H-643	-1.882096290588379	sabarkan district district
D-643	-1.882096290588379	sabarkandistrictdistrict
P-643	-0.0084 -8.0827 -0.2534 -2.1394 -1.8901 -0.1746 -0.6260
S-826	કોકોસદ્વીપ[gu_IN]
T-826	cocosislands
H-826	-0.7486928105354309	કોસ દ્વીપ
D-826	-0.7486928105354309	કોસદ્વીપ
P-826	-0.0077 -5.4918 -0.2745 -0.6416 -0.0645 -0.0299 -0.0136 -0.0153 -0.1994
S-259	બુમલામાછલી[gu_IN]
T-259	bombayduck
H-259	-1.5972819328308105	
D-259	-1.5972819328308105	
P-259	-0.0081 -3.1865
S-579	મુરાદાબાદજિલ્લો[gu_IN]
T-579	moradabaddistrict
H-579	-1.333358883857727	
D-579	-1.333358883857727	
P-579	-0.0085 -2.6582
S-709	પર્યાવરણીયઇજનેરી[gu_IN]
T-709	environmentalengineering
H-709	-0.8570427894592285	્યાવરણીય ઇજનેરી
D-709	-0.8570427894592285	્યાવરણીયઇજનેરી
P-709	-0.0083 -7.5042 -0.2275 -0.0552 -0.0695 -1.0094 -0.2178 -0.0196 -0.0066 -0.0169 -0.2925
S-651	કોડિઆકરીંછ[gu_IN]
T-651	kodiakbear
H-651	-0.46726933121681213	
D-651	-0.46726933121681213	
P-651	-0.0090 -0.9255
S-464	કારાકોરમપર્વતમાળા[gu_IN]
T-464	karakoram
H-464	-1.0574012994766235	
D-464	-1.0574012994766235	
P-464	-0.0084 -2.1064
S-99	મૃદુકાયસમુદાય[gu_IN]
T-99	mollusca
H-99	-1.7652782201766968	
D-99	-1.7652782201766968	
P-99	-0.0085 -3.5220
S-591	ક્યુબાનોરાષ્ટ્રધ્વજ[gu_IN]
T-591	flagofcuba
H-591	-1.7169891595840454	
D-591	-1.7169891595840454	
P-591	-0.0078 -3.4262
S-264	અર્ધગિરિઆંધ્રપ્રદેશ[gu_IN]
T-264	ardhagiri
H-264	-1.1371264457702637	
D-264	-1.1371264457702637	
P-264	-0.0079 -2.2663
S-828	આઈએનએસકુરસુરા[gu_IN]
T-828	inskursura
H-828	-1.8241910934448242	કુરસુરા
D-828	-1.8241910934448242	કુરસુરા
P-828	-0.0077 -8.0457 -0.9553 -0.7483 -0.5288 -1.6205 -0.8631
S-882	સીમાસડકસંગઠન[gu_IN]
T-882	borderroadsorganisation
H-882	-1.6270122528076172	
D-882	-1.6270122528076172	
P-882	-0.0079 -3.2462
S-605	સભ્યસાઉથઆફ્રિકા[gu_IN]
T-605	usersouthafrica
H-605	-0.9704623818397522	સાઉથ આફ્રિકા
D-605	-0.9704623818397522	સાઉથઆફ્રિકા
P-605	-0.0079 -6.7231 -0.0780 -0.1247 -0.9545 -0.0376 -0.1799 -0.1924 -0.4361
S-690	સિંગરૌલીજિલ્લો[gu_IN]
T-690	singraulidistrict
H-690	-1.3769115209579468	િંગરૌલી જિલ્લા
D-690	-1.3769115209579468	િંગરૌલીજિલ્લા
P-690	-0.0084 -5.6510 -0.2286 -0.0679 -0.2871 -4.3805 -0.1138 -0.2781
S-525	પૃથિવીવલ્લભ[gu_IN]
T-525	prithivivallabh
H-525	-0.702604353427887	
D-525	-0.702604353427887	
P-525	-0.0079 -1.3974
S-91	અબ્બાસઝરિયાબ[gu_IN]
T-91	abbaszaryab
H-91	-0.5860185623168945	
D-91	-0.5860185623168945	
P-91	-0.0081 -1.1639
S-128	પર્સીસખંભાતા[gu_IN]
T-128	persiskhambatta
H-128	-1.2078548669815063	
D-128	-1.2078548669815063	
P-128	-0.0073 -2.4084
S-123	અશોકગેહલોત[gu_IN]
T-123	ashokgehlot
H-123	-0.9460746645927429	શોક ગેહલોત
D-123	-0.9460746645927429	શોકગેહલોત
P-123	-0.0084 -7.9982 -0.0901 -0.3422 -0.3320 -0.0206 -0.1070 -0.0507 -0.0317 -0.4799
S-492	વિલિયમશેક્સપીયર[gu_IN]
T-492	williamshakespeare
H-492	-0.7680345177650452	લિયમ શેક્સપીયર
D-492	-0.7680345177650452	લિયમશેક્સપીયર
P-492	-0.0080 -6.9734 -0.1885 -0.1952 -0.0828 -0.0229 -0.1055 -0.0045 -0.0051 -0.0945
S-916	યુવાગૌરવપુરસ્કાર[gu_IN]
T-916	yuvagauravpuraskar
H-916	-0.3973856568336487	ગૌરવ પુરસ્કાર
D-916	-0.3973856568336487	ગૌરવપુરસ્કાર
P-916	-0.0074 -2.7883 -0.0366 -0.0137 -0.0601 -0.4858 -0.0085 -0.0118 -0.0202 -0.5413
S-276	ઉત્તરસિક્કિમજિલ્લો[gu_IN]
T-276	northsikkimdistrict
H-276	-0.38272976875305176	સિક્કિમ જિલ્લો
D-276	-0.38272976875305176	સિક્કિમજિલ્લો
P-276	-0.0080 -1.7245 -0.0280 -0.0660 -0.8983 -0.1380 -0.0061 -0.0126 -0.0230 -0.9227
S-847	રામચકલીપીળીચોટલી[gu_IN]
T-847	yellowcheekedtit
H-847	-1.6972383260726929	
D-847	-1.6972383260726929	
P-847	-0.0078 -3.3867
S-890	માહિતીચોકઠુંતહેવાર[gu_IN]
T-890	infoboxrecurringevent
H-890	-1.6725744009017944	
D-890	-1.6725744009017944	
P-890	-0.0081 -3.3371
S-30	મિચ્છામિદુક્કડં[gu_IN]
T-30	micchamidukkadam
H-30	-1.2659015655517578	ચ્છામિ દુક્કડ
D-30	-1.2659015655517578	ચ્છામિદુક્કડ
P-30	-0.0075 -5.5620 -0.1057 -0.1138 -0.7538 -0.0069 -0.0438 -3.9785 -0.8212
S-399	લિઓનાર્ડોદવિન્ચી[gu_IN]
T-399	leonardodavinci
H-399	-0.9411128163337708	
D-399	-0.9411128163337708	
P-399	-0.0085 -1.8737
S-225	નાનજીભાઈકાલિદાસમહેતા[gu_IN]
T-225	nanjikalidasmehta
H-225	-1.008859634399414	નજીભાઈ કાલિદાસ મહેતા
D-225	-1.008859634399414	નજીભાઈકાલિદાસમહેતા
P-225	-0.0084 -5.9472 -1.0243 -0.4825 -1.4899 -0.2341 -0.0067 -0.1620 -0.0132 -0.7202
S-308	ઘનશ્યામભાઈઓઝા[gu_IN]
T-308	ghanshyamoza
H-308	-1.614203691482544	નશ્યામ ઓઝા
D-308	-1.614203691482544	નશ્યામઓઝા
P-308	-0.0081 -6.6491 -0.8401 -0.0307 -0.0593 -6.1657 -0.2398 -0.0766 -0.4584
S-302	હુર્રિયતપરિષદ[gu_IN]
T-302	allpartieshurriyatconference
H-302	-0.7970384359359741	
D-302	-0.7970384359359741	
P-302	-0.0074 -1.5866
S-595	તિલકરત્નેદિલશાન[gu_IN]
T-595	tillakaratnedilshan
H-595	-0.9608326554298401	
D-595	-0.9608326554298401	
P-595	-0.0080 -1.9136
S-764	ગુજરાતનાંશહેરોઅનેનગરો[gu_IN]
T-764	citiesandtownsingujarat
H-764	-0.3758697509765625	નાં શહેરો અને નગરો
D-764	-0.3758697509765625	નાંશહેરોઅનેનગરો
P-764	-0.0084 -2.0751 -0.1928 -0.0373 -0.0593 -0.1052 -0.0117 -0.0216 -0.0077 -1.2397
S-446	કાળામાથાનોકશ્યો[gu_IN]
T-446	blackheadedcuckooshrike
H-446	-1.0652955770492554	ળા માથાનો કશ્યો
D-446	-1.0652955770492554	ળામાથાનોકશ્યો
P-446	-0.0084 -4.4873 -1.9097 -0.4241 -1.2711 -1.2964 -0.2369 -0.1358 -0.0283 -0.8550
S-236	ચૈતન્યચરિતામૃત[gu_IN]
T-236	chaitanyacharitamrita
H-236	-1.7270170450210571	gujarati gujarati
D-236	-1.7270170450210571	gujaratigujarati
P-236	-0.0074 -4.4355 -0.7266 -0.6670 -4.9222 -0.6812 -0.4334 -2.9542 -0.7155
S-714	કનૈયાલાલમુનશી[gu_IN]
T-714	kanaiyalalmaneklalmunshi
H-714	-1.7349205017089844	કનૈયાલાલ
D-714	-1.7349205017089844	કનૈયાલાલ
P-714	-0.0076 -3.5053 -5.7443 -0.0894 -0.0296 -0.7900 -3.6550 -0.0582
S-435	પોંડિચેરીનાજિલ્લાઓ[gu_IN]
T-435	listofdistrictsofpuducherry
H-435	-1.1133044958114624	
D-435	-1.1133044958114624	
P-435	-0.0088 -2.2178
S-443	ક્વિંગઝાંગરેલ્વે[gu_IN]
T-443	qinghai–tibetrailway
H-443	-1.1204025745391846	ઝાંગ રેલ્વે
D-443	-1.1204025745391846	ઝાંગરેલ્વે
P-443	-0.0079 -3.6715 -3.3222 -0.5838 -3.1697 -0.0281 -0.0982 -0.2535 -0.0158 -0.0533
S-95	તુઘલકવંશ[gu_IN]
T-95	tughlaqdynasty
H-95	-1.5879311561584473	
D-95	-1.5879311561584473	
P-95	-0.0082 -3.1677
S-104	વાયુનુંપ્રદૂષણ[gu_IN]
T-104	airpollution
H-104	-1.0708647966384888	પાણીનું પ્રદૂષણ
D-104	-1.0708647966384888	પાણીનુંપ્રદૂષણ
P-104	-0.0078 -8.2632 -1.5279 -0.6865 -0.0739 -0.0117 -0.0011 -0.0152 -0.0192 -0.1020
S-640	કટારીધોધકુન્નુર[gu_IN]
T-640	kataryfalls
H-640	-2.0283682346343994	
D-640	-2.0283682346343994	
P-640	-0.0075 -4.0492
S-428	કૈથલજિલ્લો[gu_IN]
T-428	kaithaldistrict
H-428	-0.7666885256767273	ૈથલ જિલ્લો
D-428	-0.7666885256767273	ૈથલજિલ્લો
P-428	-0.0083 -5.1844 -0.2226 -0.0505 -1.5924 -0.1875 -0.0048 -0.0149 -0.0234 -0.3782
S-831	મહુવાસુરતજિલ્લો[gu_IN]
T-831	mahuvasurat
H-831	-1.4232275485992432	ભાવનગર જિલ્લા પંચાયત ભાવનગર જિલ્લા પંચાયત
D-831	-1.4232275485992432	ભાવનગરજિલ્લાપંચાયતભાવનગરજિલ્લાપંચાયત
P-831	-0.0081 -7.5054 -0.0999 -2.5778 -1.5671 -2.2714 -0.8162 -0.2208 -1.1132 -0.4408 -0.3265 -0.1316
S-509	જલંધરજિલ્લો[gu_IN]
T-509	jalandhardistrict
H-509	-1.3627398014068604	લંધર જિલ્લા
D-509	-1.3627398014068604	લંધરજિલ્લા
P-509	-0.0083 -5.3429 -0.2540 -0.0177 -3.0877 -0.2038 -0.6248
S-624	ચુંબકીયટેકરીઓ[gu_IN]
T-624	gravityhill
H-624	-1.4654849767684937	ચુંબકીય
D-624	-1.4654849767684937	ચુંબકીય
P-624	-0.0075 -3.1149 -3.4863 -0.1033 -0.3417 -0.4152 -4.1004 -0.1546
S-696	ચિટકુલહિમાચલપ્રદેશ[gu_IN]
T-696	chitkul
H-696	-1.0109670162200928	હિમાચલ પ્રદેશટકુલ હિમાચલ પ્રદેશ
D-696	-1.0109670162200928	હિમાચલપ્રદેશટકુલહિમાચલપ્રદેશ
P-696	-0.0079 -4.8872 -3.2636 -0.9278 -0.2740 -0.2072 -0.2037 -5.9694 -0.0908 -0.1966 -0.0323 -0.0053 -0.0007 -0.0001 -0.0007 -0.1082
S-183	મથુરાજિલ્લો[gu_IN]
T-183	mathuradistrict
H-183	-1.4898841381072998	થુરા જિલ્લા
D-183	-1.4898841381072998	થુરાજિલ્લા
P-183	-0.0078 -6.1608 -0.0988 -0.0214 -2.9337 -0.3168 -0.8898
S-432	પોરબંદરજિલ્લો[gu_IN]
T-432	porbandardistrict
H-432	-1.2149728536605835	રબંદર જિલ્લા
D-432	-1.2149728536605835	રબંદરજિલ્લા
P-432	-0.0082 -3.7624 -0.1672 -0.0903 -4.0135 -0.1221 -0.3411
S-830	અનંતનાગજિલ્લો[gu_IN]
T-830	anantnagdistrict
H-830	-1.5164704322814941	ંતનાગ જિલ્લા
D-830	-1.5164704322814941	ંતનાગજિલ્લા
P-830	-0.0085 -5.8527 -0.2219 -0.2957 -3.5765 -0.1825 -0.4774
S-81	વિરુધુનગરજિલ્લો[gu_IN]
T-81	virudhunagardistrict
H-81	-0.9720668196678162	રુધુનગર જિલ્લો
D-81	-0.9720668196678162	રુધુનગરજિલ્લો
P-81	-0.0080 -2.5759 -1.5856 -1.4162 -0.5720 -3.1720 -0.9335 -0.0202 -0.0354 -0.0296 -0.3444
S-366	હનુમાનગઢજિલ્લો[gu_IN]
T-366	hanumangarhdistrict
H-366	-0.6291471123695374	હમાનગઢ જિલ્લો
D-366	-0.6291471123695374	હમાનગઢજિલ્લો
P-366	-0.0079 -2.5660 -0.4969 -0.1249 -2.1866 -0.3944 -0.0113 -0.0331 -0.0137 -0.4568
S-157	ફરીદકોટજિલ્લો[gu_IN]
T-157	faridkotdistrict
H-157	-1.7981624603271484	gujarat district district district
D-157	-1.7981624603271484	gujaratdistrictdistrictdistrict
P-157	-0.0084 -5.4214 -2.0156 -1.2252 -0.5860 -2.6719 -0.8281 -1.6286
S-701	સિરમૌરજિલ્લો[gu_IN]
T-701	sirmaurdistrict
H-701	-1.7448374032974243	district districts of gujarat
D-701	-1.7448374032974243	districtdistrictsofgujarat
P-701	-0.0075 -4.0304 -1.5404 -2.1971 -0.7716 -4.3282 -1.5954 -0.9535 -0.2794
S-97	બેડનીબુગ્યાલ[gu_IN]
T-97	bedinibugyal
H-97	-1.9495460987091064	gujarati gujarati language
D-97	-1.9495460987091064	gujaratigujaratilanguage
P-97	-0.0075 -5.2977 -1.2931 -0.6659 -4.9858 -1.4376 -0.3347 -4.0516 -0.9842 -0.4373
S-539	કાસરગોડજિલ્લો[gu_IN]
T-539	kasaragoddistrict
H-539	-1.335615634918213	કાગોડ જિલ્લા
D-539	-1.335615634918213	કાગોડજિલ્લા
P-539	-0.0081 -3.4584 -1.8980 -0.4989 -2.3674 -0.3210 -0.7975
S-376	એમએફહુસૈન[gu_IN]
